Symbol,Price Level,Note,Foreground Color,Background Color,Text Alignment,Notification Enabled,Sound Notification Enabled,Notification Is Repeatable,Delay Before Repeating,Subscribing Offset,Notification Sound
NQH5.CME@RITHMIC,19070,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18630,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18650,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18088.5,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18161.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18195.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18475.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18402.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,185003.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18519,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18556,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18578,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18613.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18601.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18681.5,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,18721.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19000.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19000.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19019.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19104.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19193.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19209.5,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19240.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19306.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19643,mHVN,#ffffff,#f16c20,center,,,,,,
NQH5.CME@RITHMIC,19700.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19712.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19763.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19794.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19831.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19856.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19911.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19928.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19955.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19978.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,19997.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20015.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20033.5,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20059,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20125.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20180.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20188.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20221.5,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20233,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20254,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20322.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20404.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20532.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20557.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20597,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20625,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20673.75,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20728,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20735.25,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20743,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20761,mHVN,#ffffff,#da611e,left,,,,,,
NQH5.CME@RITHMIC,20882,mHVN,#ffffff,#da611e,left,,,,,,
